query,clicks,impressions,avg_click_position,avg_impression_position,date
indigno de ser humano,0,12,-1,9,2025-08-22
ami el niño de las estrellas,0,12,-1,8,2025-08-22
un farol de libros,0,11,-1,4,2025-08-22
tiempo de errores de mohamed chukri,0,6,-1,7,2025-08-22
contrato una isla para dos,0,5,-1,9,2025-08-22
el prisionero de zenda,0,5,-1,7,2025-08-22
relatos de sebastopol,0,5,-1,7,2025-08-22
un final perfecto,0,5,-1,7,2025-08-22
analisis literario libro i ching el libro de las mutaciones,0,4,-1,10,2025-08-22
los secretos de un recuerdo,0,4,-1,4,2025-08-22
un viaje a la luna,0,4,-1,8,2025-08-22
número 18 dragon ball el control de la natalidad,0,4,-1,8,2025-08-22
paradero desconocido,0,4,-1,8,2025-08-22
el cartero de neruda summary,0,4,-1,9,2025-08-22
los momentos de la verdad libro,0,4,-1,8,2025-08-22
monarca de las sombras,0,3,-1,5,2025-08-22
el pequeño vampiro,0,3,-1,9,2025-08-22
el embrujo de shanghai,0,3,-1,9,2025-08-22
tiempo de cenizas,0,3,-1,6,2025-08-22
resumen de la obra juan salvador gaviota,0,3,-1,7,2025-08-22
historias de ninguno,0,3,-1,8,2025-08-22
noches blancas libro resumen,0,3,-1,8,2025-08-22
resumen del libro la oculta de héctor abad faciolince,4,1,-1,3,2025-08-29
conclusión del libro por todos los dioses,3,3,-1,5,2025-08-29
la hermandad de la sabana santa,3,2,-1,4,2025-08-29
resumen del libro de colombia amarga de german castro,3,2,-1,1,2025-08-29
no paso nada de antonio skar,3,1,-1,7,2025-08-29
lautaro joven libertador de arauco fernando alegria,3,1,-1,3,2025-08-29
resumen de la obra literaria aves sin nido,2,6,-1,6,2025-08-29
resumen del libro rafaela de mariana guriasse desde la página 1 a la 28,2,5,-1,3,2025-08-29
no es un río selva almada resumen,2,4,-1,6,2025-08-29
ardiente paciencia resumen,2,3,-1,5,2025-08-29
resumen de la historia de la gaviota y del gato que le enseño a volar  inicio desarrollo y final,2,3,-1,6,2025-08-29
cuentos de el mundo sumergido,2,3,-1,6,2025-08-29
un mundo para julius resumen,2,2,-1,10,2025-08-29
resumen del libro porque los hombres aman alas cabronas,2,2,-1,1,2025-08-29
resumen de maría la noche,2,1,-1,1,2025-08-29
resumen  corto del  libro de papelucho marcela paz,2,1,-1,9,2025-08-29
resumen libro entre mas duslce es la lengua,2,1,-1,1,2025-08-29
lasenora standhal reseno,2,1,-1,4,2025-08-29
los lagartos terribles resumen,2,1,-1,1,2025-08-29
la obra sara tomate del autor jean ure,2,1,-1,8,2025-08-29
blanco rico busca pobre negro,2,1,-1,6,2025-08-29
el sonijdo d elos beatles libro critica,1,16,-1,4,2025-08-29
el heredero novela,1,6,-1,8,2025-08-29
historia verdadera de la nueva españa resumen por capítulos,1,4,-1,8,2025-08-29
resumen de la obra la última oportunidad,1,4,-1,3,2025-08-29
"cual es el tiempo y lugar de la novela ""en linea recta"" de martin blasco",1,4,-1,7,2025-08-29
hay cuanto me quiero,1,4,-1,7,2025-08-29
libro tiempos líquidos,1,4,-1,9,2025-08-29
sobre la muete mario benedetti resumen,1,3,-1,3,2025-08-29
resumen abuelita opalina,1,3,-1,4,2025-08-29
la mujer loca resumen,1,3,-1,5,2025-08-29
ensayo de susan song el benefactor,1,3,-1,2,2025-08-29
los divinos,1,3,-1,10,2025-08-29
ignacio martínez de pison el viaje americano resumen,1,3,-1,1,2025-08-29
mundo consumo bauman resumen,1,3,-1,2,2025-08-29
introducción de la novela tuya,1,3,-1,6,2025-08-29
punto azul pálido carl sagan mapa mental,1,2,-1,7,2025-08-29
"demian, the story of emil sinclair's youth español",1,2,-1,4,2025-08-29
thomas mann on freud,1,2,-1,6,2025-08-29
resumen de libro de las fragancias perdídas. cuantas páginas tiene?,1,2,-1,4,2025-08-29
tango en el paraiso resumen,1,2,-1,1,2025-08-29
la hijas de la villa de las telas resumen,1,2,-1,9,2025-08-29
la tabla esmeralda resumen,1,2,-1,2,2025-08-29
los gritos del pasado personajes jacobo johan y karl,1,2,-1,8,2025-08-29
entre lineas el cuento o la vida,1,2,-1,6,2025-08-29
"justicia: hacemos lo que debemos, de michael sandel",1,2,-1,10,2025-08-29
historias sobre alguien que se siente invisible en el mundo y cul fue su final,1,2,-1,1,2025-08-29
resumen de el libro la septima m de la pajina 7 asta 18,1,2,-1,1,2025-08-29
resumen del libro infierno en el paraíso,1,2,-1,6,2025-08-29
el rio guadalquivir  visto por  escritores,1,2,-1,10,2025-08-29
fragmentos siginificativos para analiza la educacion republicana en el libro la maestra republicana de elena moya,1,1,-1,7,2025-08-29
soñe que el nieve ardia skarmeta,1,1,-1,7,2025-08-29
madre patria,1,1,-1,7,2025-08-29
el jardinero fiel de clarissa estes analisis literario,1,1,-1,3,2025-08-29
conferencia de lorca vida pasión y muerte,1,1,-1,5,2025-08-29
habla memoria nabokov,1,1,-1,7,2025-08-29
el mar de cortes resumen,1,1,-1,4,2025-08-29
la fórmula del doctor pluma,1,1,-1,4,2025-08-29
resumen del libro vida pasión y muerte de lorca,1,1,-1,1,2025-08-29
el medico de sefarad,1,1,-1,9,2025-08-29
apocalipsis z la ira de los justos ddbilidad zombis,1,1,-1,1,2025-08-29
la vieja guadia resumen,1,1,-1,6,2025-08-29
fábula de polifemo y galatea resumen,1,1,-1,8,2025-08-29
resumen del libro la civilización del espectáculo,1,1,-1,6,2025-08-29
costumbres descritas en la novela zorba el griego son ficticias?,1,1,-1,8,2025-08-29
los viejos marineros jorge amado,1,1,-1,8,2025-08-29
el alma del vampiro poppy z. brite,1,1,-1,5,2025-08-29
somos polvo de estrellas,1,1,-1,3,2025-08-29
bucay y aguinis,1,1,-1,10,2025-08-29
los amnesicos. geraldine schwarz,1,1,-1,4,2025-08-29
alquimia en el misterio de las catedrales,1,1,-1,8,2025-08-29
la asistena frida resumen capitulos,1,1,-1,4,2025-08-29
yo comandante de auschwitz,1,1,-1,1,2025-08-29
el libro que viva la musica,1,1,-1,7,2025-08-29
las 7 evas resumen,1,1,-1,1,2025-08-29
troppo vero resumen,1,1,-1,2,2025-08-29
donato carrisi lobos,1,1,-1,8,2025-08-29
libro los liobros de plomo fernando martinez lainez,1,1,-1,9,2025-08-29
la historia de antonia: continuación,0,107,-1,5,2025-08-29
hhhh,0,76,-1,9,2025-08-29
hhhhh,0,48,-1,7,2025-08-29
el sistema victoria,0,20,-1,8,2025-08-29
el caminante y conceptos caracteristicas,0,13,-1,7,2025-08-29
noches blancas,0,12,-1,8,2025-08-29
el pequeño vampiro,0,12,-1,8,2025-08-29
el libro jurado,0,11,-1,6,2025-08-29
el terror de sexto b,0,11,-1,8,2025-08-29
canas y barros,0,10,-1,8,2025-08-29
un gato callejero llamado bob,0,9,-1,5,2025-08-29
ami el niño de las estrellas,0,9,-1,8,2025-08-29
el hombre duplicado,0,8,-1,8,2025-08-29
resumen de la historia de una simple historia,0,8,-1,8,2025-08-29
monarca de las sombras,0,7,-1,6,2025-08-29
el metro de platino iridiado,0,7,-1,8,2025-08-29
+agatha christie-sangre en la picina,0,7,-1,7,2025-08-29
el bosque encantado,0,6,-1,7,2025-08-29
el cruzado,0,5,-1,8,2025-08-29
resumenes de libros de elvira lindo tu novela,0,5,-1,13,2025-08-29
una tienda en paris,0,5,-1,9,2025-08-29
el cartero de neruda,0,4,-1,7,2025-08-29
el dragón de vapor libro,3,1,-1,6,2025-09-05
resumen papelucho y el mafrciano,2,6,-1,7,2025-09-05
entre lineas el cuento o la vida,2,4,-1,6,2025-09-05
el sastre de panama,2,3,-1,7,2025-09-05
el caballero inexistente resumen,2,3,-1,4,2025-09-05
el misterio del dodo resumen,2,2,-1,1,2025-09-05
"pero hubo alguna vez once mil mujeres , que aprendemos de las mujeres",2,2,-1,1,2025-09-05
resumen del libro down,2,2,-1,2,2025-09-05
paraiso inhabitado ana maria matute,2,1,-1,2,2025-09-05
sangre de campeón invencible carlos cuauhtémoc sánchez,2,1,-1,7,2025-09-05
compendio libro indignaos stephane hessel,2,1,-1,8,2025-09-05
resumen libro dos años de vacaciones julio verne,2,1,-1,6,2025-09-05
resumen de la parcela,2,1,-1,2,2025-09-05
hachiko el perro que esperaba texto narrativo,2,1,-1,3,2025-09-05
la buena vida sintesis,2,1,-1,3,2025-09-05
prueba libro peluso,1,9,-1,10,2025-09-05
las senas de identidad temas,1,8,-1,5,2025-09-05
the crime which is based the los divinos articles,1,6,-1,9,2025-09-05
el testigo involuntario,1,5,-1,28,2025-09-05
resumen del libro fierras futbol club,1,4,-1,6,2025-09-05
resumennpeter pan por capitulos,1,4,-1,8,2025-09-05
odian los que aman resumen,1,3,-1,4,2025-09-05
las dos caras de sofia resumen por capítulos,1,3,-1,5,2025-09-05
texto narrativo hachiko el perro que esperaba,1,3,-1,5,2025-09-05
dientes de leche martinez de pison resumen,1,2,-1,2,2025-09-05
el reino de este mundo,1,2,-1,13,2025-09-05
la huella de la noche,1,2,-1,7,2025-09-05
texto sobre la vuelta al mundo en 80 días gerónimo stilton para alumnos de 5º de primaria,1,2,-1,1,2025-09-05
correr para vivir resumen,1,2,-1,6,2025-09-05
una cuestión de familia,1,2,-1,4,2025-09-05
"rock springs, richard ford",1,2,-1,7,2025-09-05
dios y la nueva física paul davies,1,2,-1,7,2025-09-05
trama concierto barroco en detalle,1,2,-1,5,2025-09-05
a cada cual lo suyo desenlace,1,2,-1,7,2025-09-05
sobre verdad y mentira en sentido extramoral resumen,1,2,-1,4,2025-09-05
*mario benedetti libros* el amor las mujeres y la vida de que se trata,1,2,-1,5,2025-09-05
resumen libro de una novela criminal,1,2,-1,3,2025-09-05
atlas de geografía humana,1,1,-1,3,2025-09-05
tierra de vampiros torrent,1,1,-1,15,2025-09-05
huesos y cenizas lena valenti,1,1,-1,9,2025-09-05
"scorpio city libro pierce brown resumen detallado, personajes principales, trama, temas",1,1,-1,1,2025-09-05
la vida sexual de catherine m,1,1,-1,2,2025-09-05
resumen del capítulo 7 de la novela mujer y maestra,1,1,-1,3,2025-09-05
entre dos aguas rosa ribas resumen,1,1,-1,2,2025-09-05
"resume du livre ""entre lineas : el cuento o la vida""",1,1,-1,2,2025-09-05
resumen de hija de sangre,1,1,-1,10,2025-09-05
paulo coelho resumen el peregrino compostela,1,1,-1,6,2025-09-05
el arte de envejecer shopenhauer,1,1,-1,8,2025-09-05
fullmetal alchemist resumen,1,1,-1,7,2025-09-05
resumen y analisis critico de delito carme chaparro,1,1,-1,7,2025-09-05
resumen de la obra de renato cisneros,1,1,-1,3,2025-09-05
amanecer rojo libro resumen de la historia,1,1,-1,1,2025-09-05
raíces alex haley resumen,1,1,-1,4,2025-09-05
final explicado del caso de alaska sanders,1,1,-1,2,2025-09-05
el poder y la gloria graham green final,1,1,-1,3,2025-09-05
resumen introduccion a la pragmatica,1,1,-1,3,2025-09-05
el robo del elefante blanco,1,1,-1,7,2025-09-05
"chanson, r. (2017). esports: todo lo que necesitas saber, de league of legends al fifa (traducciones imposibles sl, trad.).",1,1,-1,3,2025-09-05
en el sur alma maritano descargar,1,1,-1,7,2025-09-05
dias y noches,1,1,-1,2,2025-09-05
resumen del libro carcoma de layla martinez,1,1,-1,4,2025-09-05
resumen del libro la priemra mano que sostuvo la mia,1,1,-1,2,2025-09-05
resumen por capítulos de la obra el ángel número doce,1,1,-1,8,2025-09-05
despues empezara la madrugada resumen,1,1,-1,3,2025-09-05
análisis literario de don juan de mollier,1,1,-1,8,2025-09-05
el monstruo de colores va al cole ud,1,1,-1,7,2025-09-05
ray bradbury remedio para melancolicos,1,1,-1,2,2025-09-05
aldonza gonzalez nueve punto cinco,1,1,-1,14,2025-09-05
el carácter de carlos v,1,1,-1,2,2025-09-05
resumen del libro elogio de la lentitud,1,1,-1,5,2025-09-05
libro dolmen de manuel pinete resumen hasta el capítulo xlx,1,1,-1,2,2025-09-05
la señorita else final explicado,1,1,-1,4,2025-09-05
resumen del libro los espejos venecianos de joan manuel gilbert,1,1,-1,3,2025-09-05
el principe encantado pdf,1,1,-1,35,2025-09-05
cuervo de la sombra f por gibbon malvado r,1,1,-1,7,2025-09-05
el rayo dormido carmen amoraga resumen y analisis,1,1,-1,3,2025-09-05
cafe solo de andrea ferarri resumen,1,1,-1,1,2025-09-05
novela un grito en la noche,1,1,-1,5,2025-09-05
el secreto del amor resumen,1,1,-1,2,2025-09-05
metafísica 4 en 1 resumen vol 1,1,1,-1,8,2025-09-05
hhhh,0,39,-1,8,2025-09-05
las amantes elfired jelinek,0,34,-1,5,2025-09-05
hhhhh,0,31,-1,8,2025-09-05
estaciones de paso almudena grandes,0,18,-1,6,2025-09-05
las muertas jorge ibargüengoitia resumen,0,16,-1,9,2025-09-05
resumen de en la cripta,0,15,-1,5,2025-09-05
fin de la guardia,0,15,-1,9,2025-09-05
almudena grandes estaciones de paso,0,13,-1,6,2025-09-05
guia de la doble hélice watson,0,12,-1,8,2025-09-05
autor de kaputt,0,12,-1,7,2025-09-05
la sombra del chaman capitulo donde sebastian recibe a ribes,0,11,-1,5,2025-09-05
herman cortes de salvador de madariaga,0,10,-1,10,2025-09-05
un gato callejero llamado bob,0,9,-1,7,2025-09-05
la madre naturaleza resumen,0,6,-1,8,2025-09-05
muerte del bufalo bill cummings,0,6,-1,4,2025-09-05
el cartero de neruda,0,5,-1,10,2025-09-05
el secreto del tanque de agua,0,5,-1,7,2025-09-05
ciudad de los sueños,0,5,-1,6,2025-09-05
si los gatos desaparecieran del mundo,0,4,-1,7,2025-09-05
luis landero entre lineas el cuento o la vida analyse,0,4,-1,8,2025-09-05
resumen del final del libro de david orange la chica del semáforo y el hombre del coche,4,1,-1,2,2025-09-12
rresumen de la obra los libros que devoraron a mi padre,2,3,-1,9,2025-09-12
resumen del libro liberalismo de john gray,2,3,-1,2,2025-09-12
resumen de la mecánica del corazon,2,2,-1,6,2025-09-12
resumen de la novela naranja lima,2,1,-1,8,2025-09-12
la metafisica de m. herdegges,2,1,-1,8,2025-09-12
necesito un resumen de el siguiente eric hobsbawm: la era de la revolucion,2,1,-1,7,2025-09-12
altazor cuan es vesos son las fuerte s frente al temblor,2,1,-1,1,2025-09-12
la asistenta de freida mcfadden resumen,2,1,-1,8,2025-09-12
hombre en el castillo pk dick resumen,1,4,-1,8,2025-09-12
amigos se escribe con h libro resumen,1,4,-1,6,2025-09-12
notas sobre la obra de sepúlveda historia de una ballena blanca,1,3,-1,2,2025-09-12
opiniones libro hazañas y chapuzas belicas,1,3,-1,6,2025-09-12
el angel perdido personajes principales,1,3,-1,3,2025-09-12
las 7 tragedias de sófocles resumen,1,3,-1,7,2025-09-12
historia de la estupidez humana por paul tabori,1,3,-1,9,2025-09-12
asesinato en el orient express,1,2,-1,13,2025-09-12
libro de la alta edad media,1,2,-1,6,2025-09-12
don juan de moliere,1,2,-1,4,2025-09-12
son de mar. libro. analisis,1,2,-1,8,2025-09-12
por favor sea feliz,1,2,-1,8,2025-09-12
el año sin verano carlos del amor resumen de los capituos,1,2,-1,1,2025-09-12
que paso con el pepe al final del libro de jose milla,1,2,-1,8,2025-09-12
la muerte de iván ilich resumen,1,2,-1,9,2025-09-12
caramelos de menta libro,1,2,-1,5,2025-09-12
prologo del libro no tiene nombre,1,2,-1,9,2025-09-12
el diario de víctor frankenstein,1,2,-1,5,2025-09-12
sexualmente núria roca,1,2,-1,3,2025-09-12
endrina y el secreto del peregrino,1,2,-1,7,2025-09-12
gilles de rais rudinesco,1,2,-1,4,2025-09-12
novela el heredero,1,2,-1,8,2025-09-12
mientras llueve fernando soto aparicio resumen final,1,2,-1,2,2025-09-12
el laron de mentiras resumen,1,2,-1,6,2025-09-12
el gatopardo lampedusa,1,2,-1,9,2025-09-12
pobre manolito,1,2,-1,5,2025-09-12
permiso para vivir antimemorias de alfredo echenique,1,2,-1,7,2025-09-12
okupada care santos resumen,1,1,-1,2,2025-09-12
la felicidad es un te contigo resumen,1,1,-1,2,2025-09-12
papeles en el viento resumen,1,1,-1,2,2025-09-12
ha estallado la paz resumen,1,1,-1,3,2025-09-12
robert bloch la masion bates saga,1,1,-1,3,2025-09-12
el vuelo de sngel,1,1,-1,3,2025-09-12
resumen del primer capítulo de el caballero fantasma de cornelia funke,1,1,-1,1,2025-09-12
"resumen de amor prohibido, de johanna lindsey",1,1,-1,1,2025-09-12
día de perros - david jasso,1,1,-1,8,2025-09-12
milwrepw no els de erick emanuel smith,1,1,-1,3,2025-09-12
reseña de la novela las aguas de la eterna juventud,1,1,-1,6,2025-09-12
resumen de capítulos de joyland de stephen king,1,1,-1,7,2025-09-12
lovro de osho alegria capitulos,1,1,-1,5,2025-09-12
libro sobre hombres y damas,1,1,-1,6,2025-09-12
parque gorki novela arguemro,1,1,-1,7,2025-09-12
cuestion palpitante emilia pardo bazan riassunto,1,1,-1,7,2025-09-12
nerea arruti novela,1,1,-1,6,2025-09-12
un yanqui en la corte del rey arturo,1,1,-1,7,2025-09-12
personajes de un millon de muertos de gironella,1,1,-1,3,2025-09-12
"divergente, convergente y leal resumen",1,1,-1,7,2025-09-12
la buena letra resumen por capítulos,1,1,-1,9,2025-09-12
libro el esclavo francisco j angel summary,1,1,-1,1,2025-09-12
leer en linea el libro de hojas de ruta jorge bucay pdf,1,1,-1,9,2025-09-12
informacion sobre a 20 años luz,1,1,-1,6,2025-09-12
pan educacion libertad libro resumen,1,1,-1,2,2025-09-12
resumen del riquete de copete de amelie nothomb,1,1,-1,2,2025-09-12
la estrella del desierto pdf michael connelly,1,1,-1,5,2025-09-12
final del septimo libro de alatriste,1,1,-1,6,2025-09-12
lazaro se convierte e zombi,1,1,-1,1,2025-09-12
"el escalofrio, ross macdonald",1,1,-1,5,2025-09-12
mirando tonales castaneda don juan,1,1,-1,12,2025-09-12
resumen una historia compartida de julia navarro,1,1,-1,4,2025-09-12
libro de la vida santa teresa resumen,1,1,-1,1,2025-09-12
el amante bilingue juam marse resumen,1,1,-1,3,2025-09-12
historia del peligano para niños,1,1,-1,6,2025-09-12
reseñas fragmentos de interior,1,1,-1,6,2025-09-12
jesus palacios: franco mi padre,1,1,-1,6,2025-09-12
entre lineas luis landero analisis,1,1,-1,9,2025-09-12
sintesis del libro 12 caballo de troya,1,1,-1,3,2025-09-12
resumen de diario de juan recién casado de juan ramón jimenez mantecon,1,1,-1,6,2025-09-12
critica ls abel ana maría matute,1,1,-1,7,2025-09-12
libro república mutante jaime alfonso,1,1,-1,8,2025-09-12
tristana benito perez galdós análisis,1,1,-1,12,2025-09-12
terapia existencial para el duelo,1,1,-1,7,2025-09-12
almudena grandes estaciones de paso,0,24,-1,7,2025-09-12
hhhhh,0,20,-1,8,2025-09-12
la sombra del chaman capitulo donde sebastian recibe a ribes,0,19,-1,5,2025-09-12
estaciones de paso almudena grandes,0,16,-1,7,2025-09-12
recuentos para demian jorge bucay libro,0,12,-1,6,2025-09-12
cuento la piedrita en el corazon,0,11,-1,5,2025-09-12
el terror de sexto b,0,10,-1,9,2025-09-12
"novela pulsaciones de javier ruescas y francesc millares,¿quien  fue la primeta persona que saludo a elia por el celukar y que le dijo",0,6,-1,6,2025-09-12
un amor unico,0,6,-1,10,2025-09-12
maribel y la extraña familia,0,5,-1,6,2025-09-12
un viaje a la luna,0,5,-1,7,2025-09-12
",, hhhxh",0,5,-1,7,2025-09-12
resumen de la novela alma salvaje,0,5,-1,4,2025-09-12
susana hernandez resumen,0,5,-1,7,2025-09-12
cual es la diferencia de amelia y amalia y famuel de manuel de por culpa de una s,0,5,-1,6,2025-09-12
fuego interno el asesino de elías,0,4,-1,2,2025-09-12
una de vampiros,0,3,-1,5,2025-09-12
limon blues novela,0,3,-1,9,2025-09-12
el sueño del principe dostoievski que leer antes,0,3,-1,2,2025-09-12
resumen del bosque de los pigmeos por isabel allende,0,3,-1,8,2025-09-12
resumen de unica mirando mirando al mar,2,4,-1,5,2025-09-19
la casa de los conejos resumen,2,4,-1,7,2025-09-19
riassunto ardiente paciencia de skarmeta,2,2,-1,4,2025-09-19
giddens los efectos de la globalizacion en nuestras vidas resumen con puntos claves en puntos con los puntos mas importantes,2,2,-1,4,2025-09-19
resumen por capitulos de el piso mil,2,2,-1,4,2025-09-19
